Q_ID,Domain,Question,Answer,Difficulty,Source
509,Database,How do you ensure the atomicity of a transaction in a distributed database system?,"In a distributed database system, atomicity of transactions is ensured through the two-phase commit protocol (2PC). The 2PC has two stages: the voting phase and the decision phase. In the voting phase, the coordinator sends a query to all participants asking if they can commit or abort the transaction. Each participant executes the transaction up to the point where it will be ready to commit, then votes ‘yes’ or ‘no’. In the decision phase, if all participants vote ‘yes’, the coordinator sends a global ‘commit’ message; otherwise, it sends an ‘abort’ message. Participants follow the coordinator’s decision ensuring atomicity.",,
510,Database,Can you explain how versioning is used in the context of database transactions?,"Versioning in database transactions is a technique used to manage data concurrency and maintain consistency. It involves creating different versions of each data item, allowing multiple transactions to occur simultaneously without conflict.

In optimistic concurrency control (OCC), versioning is employed to avoid conflicts during transaction execution. Each transaction operates on a private copy of the database objects, generating new versions. Upon commit time, if no other transaction has modified the same data, changes are applied; otherwise, a rollback occurs.

Similarly, in Multi-Version Concurrency Control (MVCC), each write operation creates a new version of a data item. Read operations access the most recent committed version that was valid at the start of the transaction. This ensures isolation between concurrent transactions, preventing read-write and write-write conflicts.

Snapshot Isolation, another variant, provides each transaction with a snapshot of the entire database at the beginning of its execution, ensuring consistent views while permitting concurrent updates.",,
511,Database,How would you handle a situation where a transaction needs to be cancelled but it has already triggered other dependent transactions?,"In such a situation, the concept of Atomicity in ACID properties of database transactions is applied. If a transaction needs to be cancelled but has already triggered other dependent transactions, we use a process called ‘Rollback’. Rollback ensures that if a transaction cannot be completed fully, all operations within it are undone, returning the database to its previous state before the transaction began.

This involves keeping track of all changes made during a transaction using a transaction log. When a rollback is initiated, the system refers to this log and undoes each operation in reverse order. This includes any dependent transactions that were triggered by the original one.

However, there can be complications when dealing with concurrent transactions. In such cases, concurrency control techniques like locking or timestamping are used to ensure data integrity while rolling back. Locking prevents other transactions from accessing the same data until the rollback is complete, whereas timestamping orders transactions based on their start time to resolve conflicts.",,
512,Database, Is a multiuser system necessarily a parallel system? Why or why not?,"No. A single processor with only one core can run multiple processes to manage multiple users. Most modern systems are parallel, however.",,https://www.db-book.com/Practice-Exercises/PDF-practice-solu-dir/20.pdf
513,Database," Atomic instructions such as compare-and-swap and test-and-set also execute a memory fence as part of the instruction on many architectures. Explain what is the motivation for executing the memory fence, from the viewpoint of data in shared memory that is protected by a mutex implemented by the atomic instruction. Also explain what a process should do before releasing a mutex.","The memory fence ensures that the process that gets the mutex will see all updates that happened before the instruction, as long as processes execute a fence before releasing the mutex. Thus, even if the data was updated on a different core, the process that acquires the mutex is guaranteed to see the latest value of the data.",,
514,Database," Instead of storing shared structures in shared memory, an alternative architecture would be to store them in the local memory of a special process and access the shared data by interprocess communication with the process. What would be the drawback of such an architecture?","The drawbacks would be that two interprocess messages would be required to acquire locks, one for the request and one to confirm grant. Interprocess communication is much more expensive than memory access, so the cost of locking would increase. The process storing the shared structures could also become a bottleneck. The benefit is that the lock table is protected better from erroneous updates since only one process can access it.",,
515,Database, Explain the distinction between a latch and a lock as used for transactional concurrency control.,Latches are short-duration locks that manage access to internal system data structures. Locks taken by transactions are taken on database data items and are often held for a substantial fraction of the duration of the transaction. Latch acquisition and release are not covered by the two-phase locking protocol.,,
516,Database," Suppose a transaction is written in C with embedded SQL, and about 80 percent of the time is spent in the SQL code, with the remaining 20 percent spent in C code. How much speedup can one hope to attain if parallelism is used only for the SQL code? Explain.","Since the part which cannot be parallelized takes 20% of the total running time, the best speedup we can hope for is 5. By Amdahl's law, speedup is 1 / ((1 - p) + p/n); here p = 0.8, and as n approaches infinity, the maximum speedup approaches 1 / 0.2 = 5.",,
517,Database," Consider a pair of processes in a shared memory system such that process A updates a data structure, and then sets a flag to indicate that the update is completed. Process B monitors the flag, and starts processing the data structure only after it finds the flag is set. Explain the problems that could arise in a memory architecture where writes may be reordered, and explain how the sFence and lFence instructions can be used to ensure the problem does not occur.","The goal is that the consumer process B should see the data structure state after all updates have been completed. But out-of-order writes to main memory can result in the consumer process seeing some but not all the updates to the data structure, even after the flag has been set. To avoid this problem, the producer process A should issue an sFence after the updates, but before setting the flag. It can optionally issue an sFence after setting the flag, to push the update to memory with minimum delay. The consumer process B should correspondingly issue an lFence after the flag has been found to be set, before accessing the data structure.",,
518,Database," In a shared-memory architecture, why might the time to access a memory location vary depending on the memory location being accessed?","In a NUMA architecture, a processor can access its own memory faster than it can access shared memory associated with another processor due to the time taken to transfer data between processors.",,
519,Database," Most operating systems for parallel machines (i) allocate memory in a local memory area when a process requests memory, and (ii) avoid moving a process from one core to another. Why are these optimizations important with a NUMA architecture?","In a NUMA architecture, a processor can access its own memory faster than it can access shared memory associated with another processor. Thus, if the data of a process resides in local memory, the process execution would be faster than if the memory is non-local. Further, if a process moves from one core to another, it may lose the benefits of local allocation of memory and be forced to carry out many memory accesses from other cores, so operating systems avoid moving processes between cores wherever possible.",,
520,Database," Some database operations such as joins can see a significant difference in speed when data (e.g., one of the relations involved in a join) fits in memory as compared to the situation where the data do not fit in memory. Show how this fact can explain the phenomenon of superlinear speedup, where an application sees a speedup greater than the amount of resources allocated to it.","For example, suppose we double the amount of main memory and as a result one of the relations now fits entirely in main memory. We can now use a nested-loop join with the inner-loop relation entirely in main memory and incur disk accesses for reading the input relations only once. With the original amount of main memory, the best join strategy may have had to read a relation from disk more than once. Thus, doubling memory can lead to more than a 2x speedup, i.e., superlinear speedup.",,
521,Database,20.10 What is the key distinction between homogeneous and federated distributed database systems?,"The key difference is the degree of cooperation among the systems and the degree of centralized control. Homogeneous systems share a global schema, run the same database-system software, and actively cooperate on query processing. Federated systems may have distinct schemas and software, and may cooperate in only a limited manner.",,
522,Database, Why might a client choose to subscribe only to the basic infrastructure-as-a-service model rather than to the services offered by other cloud service models?,A client may wish to control its own applications and thus may not wish to subscribe to a software-as-a-service model; or the client might further wish to be able to choose and manage its own database system and thus not wish to subscribe to a platform-as-a-service model.,,
523,Database," Why do cloud-computing services support traditional database systems best by using a virtual machine, instead of running directly on the service provider's actual machine, assuming that data is on external storage?","By using a virtual machine, if a physical machine fails, virtual machines running on that physical machine can be restarted quickly on one or more other physical machines, improving availability. This assumes that data remains accessible, either by storing multiple copies of data, or by storing data in a highly available external storage system.",,
524,Algo & DS,,,,
525,Algo & DS,"Given a sorted array of n integers and a target value, implement binary search to find the target’s index (or –1 if not found).",,Easy,https://ocw.mit.edu/courses/6-006-introduction-to-algorithms-spring-2020/pages/lecture-notes/
526,Algo & DS,Union of two sorted arrays (unique).,,Easy,https://ocw.mit.edu/courses/6-006-introduction-to-algorithms-spring-2020/pages/lecture-notes//
527,Algo & DS,Topological sort of a DAG,,Easy,https://ocw.mit.edu/courses/6-006-introduction-to-algorithms-spring-2020/pages/lecture-notes
528,Algo & DS,Describe how Selection Sort works and analyze its time complexity.,,Easy,"Cormen et al., Introduction to Algorithms,"
529,Algo & DS,What is the time complexity of inserting an element at the end of an array?,,Easy,
530,Algo & DS,"Given an unsorted array, design an algorithm to find the second largest element.",,Easy,"CLRS, Ch. 9"
531,Algo & DS,Reverse an array in-place without using extra memory.,,Easy,MIT OCW 6.006
532,Algo & DS,Determine whether two strings are anagrams of each other.,,Easy,GeeksforGeeks
533,Algo & DS,Count the number of occurrences of an element in a sorted array.,,Easy,MIT OCW 6.006
534,Algo & DS,Find the maximum sum of any two consecutive elements in an array.,,Easy,CLRS
535,Algo & DS,Check if a given number is prime.,,Easy,Algorithm Design Manual
536,Algo & DS,Compute the sum of digits of an integer using recursion.,,Easy,GeeksforGeeks
537,Algo & DS,Remove duplicates from an unsorted array.,,Easy,MIT OCW 6.006
538,Algo & DS,Compute factorial using iteration.,,Easy,CLRS
539,Algo & DS,Find the smallest element in a rotated sorted array.,,Easy,CP-Algorithms
540,Algo & DS,Count vowels in a string.,,Easy,Standard String Algorithms
541,Algo & DS,Convert decimal number to binary.,,Easy,Discrete Math Algorithms
542,Algo & DS,Check if a number is a palindrome.,,Easy,GeeksforGeeks
543,Algo & DS,Merge two unsorted arrays into one.,,Easy,MIT OCW
544,Algo & DS,Determine if a year is a leap year.,,Easy,Gregorian Calendar Rules
545,Algo & DS,Find the index of the first negative number in an array.,,Easy,CLRS
546,Algo & DS,Convert a string to uppercase without built-in functions.,,Easy,Cormen Appendix
547,Algo & DS,Generate Fibonacci sequence up to n terms.,,Easy,MIT OCW
548,Algo & DS,Count the number of even numbers in an array.,,Easy,Standard Array Algorithms
549,Algo & DS,Determine if array is sorted in ascending order.,,Easy,CLRS
550,Algo & DS,Find the index of maximum value in an array.,,Easy,MIT OCW
551,Algo & DS,Compute power x^n using naive multiplication.,,Easy,Algorithm Design Manual
552,Algo & DS,Count characters in a string excluding spaces.,,Easy,GeeksforGeeks
553,Algo & DS,Check whether a number is divisible by 3.,,Easy,Number Theory Basics
554,Algo & DS,Find common elements between two arrays.,,Easy,CLRS
555,Algo & DS,Apply dynamic programming to compute the length of the Longest Increasing Subsequence (LIS).,,Medium,"CLRS, Ch. 15"
556,Algo & DS,Design an algorithm to find the k-th smallest element using QuickSelect.,,Medium,"CLRS, Ch. 9"
557,Algo & DS,Determine shortest path in an unweighted graph using BFS.,,Medium,MIT OCW 6.006
558,Algo & DS,"Given a matrix, find the path with maximum sum from top-left to bottom-right moving only right or down.",,Medium,CLRS
559,Algo & DS,Design an algorithm to detect if a graph is bipartite.,,Medium,"CLRS, Ch. 22"
560,Algo & DS,Explain how heap sort produces a sorted array.,,Medium,"CLRS, Ch. 6"
561,Algo & DS,Compute edit distance between two strings.,,Medium,"CLRS, Ch. 15"
562,Algo & DS,Implement topological sorting using Kahn’s algorithm.,,Medium,MIT OCW
563,Algo & DS,Determine if a permutation is lexicographically next.,,Medium,CP-Algorithms
564,Algo & DS,Find cycle in directed graph using DFS.,,Medium,CLRS
565,Algo & DS,Apply greedy method to schedule activities with maximum count.,,Medium,CLRS
566,Algo & DS,"Given a sequence, find the longest palindromic subsequence.",,Medium,CP-Algorithms
567,Algo & DS,Implement Dijkstra algorithm for weighted graph with adjacency list.,,Medium,CLRS
568,Algo & DS,Solve coin change problem to minimize number of coins.,,Medium,CLRS
569,Algo & DS,Determine connected components in an undirected graph.,,Medium,MIT OCW
570,Algo & DS,Analyze time complexity of recursive merge sort.,,Medium,CLRS
571,Algo & DS,Detect redundant connections in an undirected graph.,,Medium,CP-Algorithms
572,Algo & DS,Determine order of growth of nested loops.,,Medium,CLRS
573,Algo & DS,Compute matrix multiplication for two square matrices.,,Medium,CLRS
574,Algo & DS,Implement DFS traversal on graph.,,Medium,MIT OCW
575,Algo & DS,"Given an array, find maximum subarray sum using divide-and-conquer.",,Medium,CLRS
576,Algo & DS,Solve rod cutting problem using dynamic programming.,,Medium,CLRS
577,Algo & DS,Implement topological sorting using Kahn’s algorithm.,,Medium,MIT OCW
578,Algo & DS,"Given a sequence of tasks with deadlines and profits, design an algorithm to maximize total profit.",,Medium,"CLRS, Ch. 16"
579,Algo & DS,Design an algorithm to detect majority element in an array.,,Medium,CLRS
580,Algo & DS,Find the longest substring without repeating characters.,,Medium,CP-Algorithms
581,Algo & DS,Compute minimum spanning tree using Prim’s algorithm with adjacency matrix.,,Medium,CLRS
582,Algo & DS,Determine whether a graph contains a Hamiltonian path.,,Medium,Graph Theory
583,Algo & DS,Design a greedy algorithm for interval covering.,,Medium,CLRS
584,Algo & DS,Compute shortest distance between two nodes in weighted DAG.,,Medium,CLRS
585,Algo & DS,Find minimum difference between any two elements in array.,,Medium,CP-Algorithms
586,Algo & DS,Calculate number of inversions in array using BIT.,,Medium,CP-Algorithms
587,Algo & DS,Implement merge k sorted lists.,,Medium,CLRS
588,Algo & DS,Design an algorithm to compute all biconnected components using DFS low-link values.,,Hard,CLRS Ch. 22
589,Algo & DS,Develop a DP algorithm for optimal binary search tree with actual reconstruction of tree.,,Hard,CLRS Ch. 15
590,Algo & DS,Design an algorithm to compute minimum number of edges to add to make a directed graph strongly connected.,,Hard,CP-Algorithms
591,Algo & DS,Prove that Max-Cut has a polynomial-time 0.878-approximation using semidefinite programming.,,Hard,Goemans & Williamson 1995
592,Algo & DS,Show that deciding if a Turing machine halts on empty input is undecidable.,,Hard,Sipser – Theory of Computation
593,Algo & DS,Design an algorithm for minimum-cost maximum-flow in directed graph.,,Hard,CLRS Ch. 29
594,Algo & DS,Derive the time complexity of recursive Strassen’s algorithm.,,Hard,"CLRS, Ch. 4"
595,Algo & DS,Design an algorithm for weighted interval scheduling.,,Hard,CLRS
596,Algo & DS,Prove correctness of Dijkstra using greedy stays optimal.,,Hard,CLRS
597,Algo & DS,Prove that subset sum is NP-complete.,,Hard,Garey & Johnson
598,Algo & DS,Explain Hopcroft-Karp algorithm.,,Hard,CLRS
599,Algo & DS,"Given a string, find the minimum number of cuts to divide it into palindromic substrings.",,Hard,GeeksforGeeks
600,Algo & DS,Prove that merge sort’s recursion T(n)=2 T(n/2)+Θ(n) solves to Θ(n log n).,,Hard,Introduction to Algorithms CLRS 4ed
601,Algo & DS,Bellman–Ford + negative-cycle detection.,,Hard,https://cp-algorithms.com/graph/bellman_ford.html
602,Algo & DS,Prove that any comparison-based sorting algorithm has a lower bound of Ω(n log n).,,Hard,CLRS Ch. 8
603,Algo & DS,Design a polynomial-time approximation for the Vertex Cover problem.,,Hard,CLRS Ch. 35
604,Algo & DS,Explain why the Traveling Salesman Problem is NP-complete.,,Hard,Garey & Johnson
605,Algo & DS,Derive the DP formulation for bitonic TSP.,,Hard,CLRS Ch. 15
606,Algo & DS,Design a randomized algorithm for selecting median in expected linear time.,,Hard,CLRS Ch. 9
607,Algo & DS,Explain A* search and its optimality condition.,,Hard,AI: Russell & Norvig
608,Algo & DS,Construct an algorithm to find strongly connected components.,,Hard,CLRS Ch. 22
609,Algo & DS,Prove correctness of Huffman Coding’s greedy strategy.,,Hard,CLRS Ch. 16
610,Algo & DS,Explain how the Ford–Fulkerson method computes maximum flow.,,Hard,CLRS Ch. 26
611,Algo & DS,Apply Min-Cut Max-Flow theorem to network balancing.,,Hard,CLRS Ch. 26
612,Algo & DS,Show how dynamic programming solves matrix-chain multiplication.,,Hard,CLRS
613,Algo & DS,Explain amortized analysis using potential method.,,Hard,CLRS Ch. 17
614,Algo & DS,Describe algorithm for finding articulation points in graph.,,Hard,CP-Algorithms
615,Algo & DS,Explain algorithm for detecting bridges in a graph.,,Hard,CP-Algorithms
616,Algo & DS,Analyze Strassen’s algorithm for matrix multiplication.,,Hard,CLRS
617,Algo & DS,Prove the Master Theorem formally.,,Hard,CLRS
618,Algo & DS,Explain prefix-function computation in KMP.,,Hard,CLRS Ch. 32
619,Algo & DS,Show correctness of greedy interval scheduling.,,Hard,CLRS
620,Algo & DS,Develop algorithm for longest path in DAG.,,Hard,CLRS
621,Algo & DS,Formulate DP for minimum edit script with traceback.,,Hard,CLRS
622,Algo & DS,Prove that Max-Cut has a polynomial-time 0.878-approximation using semidefinite programming.,,Hard,Goemans & Williamson 1995
623,Algo & DS,Show that deciding if a Turing machine halts on empty input is undecidable.,,Hard,Sipser – Theory of Computation
624,Algo & DS,Design an algorithm for minimum-cost maximum-flow in directed graph.,,Hard,CLRS Ch. 29
625,Algo & DS,Give a divide-and-conquer algorithm to find closest pair of points in 2D and analyze correctness.,,Hard,Computational Geometry – de Berg et al.
626,Algo & DS,,,,
627,Algo & DS,,,,
628,Algo & DS,Stack with push/pop/top,,Easy,https://ocw.mit.edu/courses/6-006-introduction-to-algorithms-spring-2020/pages/lecture-notes
629,Algo & DS,Binary Search Trees basics (insert/find/min).,,Easy,https://ocw.mit.edu/courses/6-006-introduction-to-algorithms-fall-2011/resources/lecture-5-binary-search-trees-bst-sort/
630,Algo & DS,Queue with circular array,,Easy,https://ocw.mit.edu/courses/6-006-introduction-to-algorithms-spring-2020/pages/lecture-notes/?
631,Algo & DS,Describe the difference between an array and a linked list.,,Easy,"CLRS, Ch. 10"
632,Algo & DS,What is a queue and how does it process elements?,,Easy,MIT OCW 6.006
633,Algo & DS,Define a binary tree and list its main properties.,,Easy,CLRS
634,Algo & DS,What is the purpose of a hash table?,,Easy,MIT OCW
635,Algo & DS,Define a heap and its core property.,,Easy,CLRS
636,Algo & DS,What distinguishes a max heap from a min heap?,,Easy,CLRS
637,Algo & DS,Describe concept of pointer in linked structures.,,Easy,GeeksforGeeks
638,Algo & DS,Explain adjacency matrix in graph representation.,,Easy,CLRS
639,Algo & DS,What is an adjacency list?,,Easy,MIT OCW
640,Algo & DS,Describe a circular linked list.,,Easy,CLRS
641,Algo & DS,What is a priority queue?,,Easy,CLRS
642,Algo & DS,Explain how a node is inserted at the end of a linked list.,,Easy,MIT OCW
643,Algo & DS,Define graph vertex degree.,,Easy,GeeksforGeeks
644,Algo & DS,Differentiate full and complete binary trees.,,Easy,CLRS
645,Algo & DS,What is a dynamic array and how does it grow?,,Easy,MIT OCW 6.006
646,Algo & DS,Define a multiset and describe how it differs from a set.,,Easy,CLRS
647,Algo & DS,What is a sentinel node in linked lists?,,Easy,GeeksforGeeks
648,Algo & DS,Explain how to find the middle of a singly linked list.,,Easy,MIT OCW
649,Algo & DS,What is the purpose of the 'parent' pointer in a tree node?,,Easy,CLRS
650,Algo & DS,How do you compute the height of a binary tree?,,Easy,GeeksforGeeks
651,Algo & DS,Explain how to check if a binary tree is empty.,,Easy,CLRS
652,Algo & DS,What is a collision in hashing?,,Easy,CLRS Hashing
653,Algo & DS,What is the difference between BFS and DFS in trees?,,Easy,MIT OCW
654,Algo & DS,Describe what a deque is and name two of its operations.,,Easy,MIT OCW
655,Algo & DS,,,,
656,Algo & DS,,,,
657,Algo & DS,,,,
658,Algo & DS,Explain how to find the lowest common ancestor (LCA) in a binary tree using parent pointers.,,Medium,CLRS
659,Algo & DS,Implement a min-stack supporting getMin() in O(1).,,Medium,CLRS
660,Algo & DS,Explain lazy deletion in hash tables.,,Medium,CLRS Hashing
661,Algo & DS,Describe how to merge two binary max heaps.,,Medium,CP-Algorithms
662,Algo & DS,Implement level-order traversal using only a stack.,,Medium,MIT OCW
663,Algo & DS,Explain how to count leaf nodes in a binary tree.,,Medium,CLRS
664,Algo & DS,Design algorithm to convert a BST into a sorted linked list.,,Medium,CLRS
665,Algo & DS,Describe how to validate if a binary tree is a BST.,,Medium,MIT OCW
666,Algo & DS,Explain how to compress paths in a trie.,,Medium,GeeksforGeeks
667,Algo & DS,Explain difference between stable and unstable sorting using examples.,,Medium,CLRS
668,Algo & DS,Explain how an LRU cache works using a hashmap + doubly linked list.,,Medium,CLRS
669,Algo & DS,Implement a prefix sum array and describe its use.,,Medium,CLRS
670,Algo & DS,Explain how a doubly linked list allows bidirectional traversal.,,Medium,"CLRS, Ch. 10"
671,Algo & DS,Describe insertion operation in a Binary Search Tree.,,Medium,MIT OCW 6.006
672,Algo & DS,How does rehashing improve hash table performance?,,Medium,CLRS
673,Algo & DS,Implement level-order traversal of a binary tree.,,Medium,CLRS
674,Algo & DS,Explain how a circular queue avoids wasted space.,,Medium,MIT OCW
675,Algo & DS,Describe how heapify operation restores heap property.,,Medium,CLRS
676,Algo & DS,Compare chaining and open addressing in hash tables.,,Medium,CLRS
677,Algo & DS,How does Union-Find with path compression work?,,Medium,CLRS
678,Algo & DS,Describe stack implementation using linked list.,,Medium,MIT OCW
679,Algo & DS,Describe delete operation in a Binary Search Tree.,,Medium,CLRS
680,Algo & DS,Implement priority queue using binary heap.,,Medium,CLRS
681,Algo & DS,Explain disjoint set structure for connected components.,,Medium,CLRS
682,Algo & DS,Implement inorder traversal iteratively.,,Medium,MIT OCW
683,Algo & DS,Explain time complexity of search in AVL tree.,,Medium,CLRS
684,Algo & DS,Differentiate between internal and external nodes in tree.,,Medium,CLRS
685,Algo & DS,How does open addressing handle collisions?,,Medium,MIT OCW
686,Algo & DS,Describe the structure of a complete binary tree.,,Medium,CLRS
687,Algo & DS,Explain implicit data structures in arrays.,,Medium,CLRS
688,Algo & DS,Implement preorder traversal of a tree iteratively.,,Medium,MIT OCW
689,Algo & DS,Explain amortized cost of dynamic array resizing.,,Medium,CLRS
690,Algo & DS,Explain how to flatten a binary tree into a linked list following preorder.,,Medium,GeeksforGeeks
691,Algo & DS,Implement deletion from a min-heap.,,Medium,CLRS
692,Algo & DS,How do you detect if a binary tree is height-balanced?,,Medium,CLRS
693,Algo & DS,Explain how to find k-th smallest element in a BST.,,Medium,MIT OCW
694,Algo & DS,Design a method to check if two binary trees are identical.,,Medium,CLRS
695,Algo & DS,Describe memory layout differences between array-based heap and pointer-based heap.,,Medium,Algorithm Design Manual
696,Algo & DS,Explain how to find diameter of a binary tree.,,Medium,CLRS
697,Algo & DS,Describe method to clone a graph with cycles.,,Medium,CLRS
698,Algo & DS,Explain how to evaluate a postfix expression using a stack.,,Medium,MIT OCW
699,Algo & DS,Design a function to delete a node in a singly linked list when only pointer to node is given.,,Medium,GeeksforGeeks
700,Algo & DS,Explain how to compute width of a binary tree.,,Medium,CLRS
701,Algo & DS,Describe algorithm to find intersection point of two linked lists.,,Medium,CLRS
702,Algo & DS,Explain how to perform zigzag level-order traversal in a tree.,,Medium,CP-Algorithms
703,Algo & DS,,,,
704,Algo & DS,Prove that perfect hashing achieves O(1) worst-case lookups using two-level hashing.,,Hard,Randomized Algorithms – Motwani & Raghavan
705,Algo & DS,Design a persistent segment tree that supports versioned range queries.,,Hard,CP-Algorithms (Persistent Trees)
706,Algo & DS,Design a dynamic 2D segment tree for rectangle sum queries.,,Hard,Advanced Data Structures – MIT 6.851
707,Algo & DS,Implement a red-black tree insertion and show how rotations restore balance.,,Hard,https://web.stanford.edu/class/archive/cs/cs166/cs166.1206/lectures/06/Small06.pdf
708,Algo & DS,What is the worst-case complexity of splay tree access?,,Hard,https://epubs.siam.org/doi/10.1137/0216022
709,Algo & DS,What is the expected insertion cost in a cuckoo hash table?,,Hard,Introduction to Algorithms CLRS 4ed
710,Algo & DS,Prove that insertion in a red-black tree preserves logarithmic height.,,Hard,"CLRS, Ch. 13"
711,Algo & DS,Design the deletion algorithm for a red-black tree and explain how violations are fixed.,,Hard,"CLRS, Ch. 13"
712,Algo & DS,Explain how skip list maintains probabilistic balance.,,Hard,CLRS
713,Algo & DS,Implement a double hashing collision resolution scheme.,,Hard,CLRS
714,Algo & DS,Demonstrate how linear probing causes primary clustering.,,Hard,MIT OCW
715,Algo & DS,Analyze complexity of cuckoo hashing insertion.,,Hard,CLRS
716,Algo & DS,Explain how segment tree supports lazy propagation.,,Hard,CP-Algorithms
717,Algo & DS,Implement Fenwick tree and analyze update logic.,,Hard,CP-Algorithms
718,Algo & DS,Explain structure of van Emde Boas tree.,,Hard,CLRS
719,Algo & DS,Implement a B+-Tree node split algorithm and prove correctness.,,Hard,Database System Concepts – Silberschatz
720,Algo & DS,Prove that sparse table RMQ queries are O(1) after O(n log n) preprocessing.,,Hard,Competitive Programming Handbook
721,Algo & DS,Design a Union-Find supporting rollback operations.,,Hard,CP-Algorithms – DSU Rollback
722,Algo & DS,Explain how a Link-Cut Tree supports path queries on dynamic trees.,,Hard,Sleator & Tarjan Dynamic Trees
723,Algo & DS,Construct a compressed trie (radix tree) and prove its lookup time bound.,,Hard,Algorithms on Strings – Gusfield
724,SWE,"Consider the following problem that we call YHC. (As a side note, it's related to the problem of choosing
an item at random with a likelihood proportional to its frequency.) Given:
1. a list L = [(i1, c1), . . . ,(in, cn)] of n > 0 pairs, where each i is an item and each c is that item's
(positive integer) count, and
2. a number t ∈ [1, C], where C is the total count of the items Pn
j=1 cj ,
produce the smallest number j for which the sum of the _x001c_rst j items' counts is at least t. That is, the _x001c_rst
j such that (
Pj
k=1 ck) ≥ t.
For instance, given the list L = [(a, 2),(b, 1),(c, 1),(d, 4)] and t = 1, we would choose j = 1 (item a)
since 2 ≥ 1 but 0 is not. Given t = 4 instead, we would choose j = 3 (item c) since 2 + 1 + 1 ≥ 4 but 2 + 1
is not. Given t = 5, we would choose j = 4 (item d) since 2 + 1 + 1 + 4 ≥ 5 but 2 + 1 + 1 is not.
1. Complete the pseudocode function below with a worst-case O(n) _x0010_brute force_x0011_ algorithm to solve
YHC. 

procedure FindJ(L, t)

end procedure","procedure FindJ(L, t)
sum ← 0
for j = 1 to n do
sum ← sum +L[j].count
if sum ≥ t then
return j
end if
end for
note: cannot reach this point
end procedure",Medium,"https://blogs.ubc.ca/cpsc3202017w1/files/2016/10/cpsc-320-2016W2-midterm-indiv-raw.pdf

https://blogs.ubc.ca/cpsc3202017w1/files/2016/10/cpsc-320-2016W2-midterm-sample-soln-draft.pdf"
725,SWE,"It isn't really the individual counts that we need to solve this problem but the running sums of the
counts. That is, for item i, we don't want ci but Pi
j=1 cj . In the example list above, for index 3 (item
c), we don't want its count 1 but the total count up to index 3: 2 + 1 + 1 = 4.
Complete the logarithmic-time algorithm below that_x0016_given a non-empty list L
0 of pairs of items and
their running sums (rather than their counts) and a number t ∈ [1, C] where C is the _x001c_nal running
sum in L
0_x0016_produces the _x001c_rst index j at which the running sum is at least as large as t. NOTE: We
assume 1-based indexing, i.e., that the indexes of L
0 are 1, 2, . . . , n. [5 marks]
procedure FindJ(L
0
, t)
n ← Length(L
0
)
if n = 1 then
return _
else
mid ← bn
2
c
if _ then
j
0 ← FindJ(L
0
[1 . . . mid], t)
return _
else
j
0 ← FindJ(L
0
[mid+1 . . . n], t)
return
end if
end if
end procedure","procedure FindJ(L
0
, t)
n ← Length(L
0
)
if n = 1 then
return 1
else
mid ← bn
2
c
if L
0
[mid].running_sum ≥ t then
j
0 ← FindJ(L
0
[1 . . . mid], t)
return j
0
else
j
0 ← FindJ(L
0
[mid+1 . . . n], t)
return j
0 + mid
end if
end if
end procedure",Medium,'
726,SWE,"You have been asked to help design the ""CPSC 211 Student Transcript System"", whose purpose
is to display student transcripts. A transcript lists the courses a student took, sorted by session.
For each session, the transcript lists all courses taken by the student; both UBC courses for term
1 and term 2, and transfer courses (courses taken at another college or university, and whose
credit can be used towards a UBC degree). Finally, each object listed on a transcript may render
itself (i.e., may prepare to write itself out) if it is given a Renderer object. Each Renderer object
knows how to print tables, lines, string, etc… in a specific output format. For the moment we are
interested in HTML documents and Java GUI formats.
Suppose we have already determined that we likely need the following classes and interfaces for
this problem:
 Transcript - a student transcript
 Session – an academic session for the transcript ( i.e. 2007s, 2008w)
 Term – a term of an academic session ( term1, term2)
 Course – a university course that appears in a term of a session in the transcript
 UBCCourse – a course taken at UBC
 TransferCourse – a course taken outside UBC and transferred to UBC
 Renderer – the interface of a renderer that can render a transcript
 JavaGUIRenderer – a renderer for Java applications
 HTMLRenderer – a renderer for Web applications
 Renderable – an interface for any object that can be rendered by a renderer
Draw a UML class diagram to describe the basic design for the Student Transcript System. Your
diagram should include the given classes and interfaces and should show the relationships (with
appropriate multiplicities) among them. Interfaces and classes must show the most important
methods that are required for the functionality mentioned in the problem description. Make sure
that your design satisfies the design principles we discussed in class.",,Hard,"https://www.cs.ubc.ca/~gabrielm/211/exams/MidtermPracticeExercises-09wTerm2.pdf
https://www.cs.ubc.ca/~gabrielm/211/exams/MidtermPracticeExercises-Solutions-09wTerm2.pdf"
